id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4554_kernel,BA_FE_4554_kernel_err,BA_FE_4934,BA_FE_4934_err,BA_FE_4934_kernel,BA_FE_4934_kernel_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4077_kernel,SR_FE_4077_kernel_err,SR_FE_4215,SR_FE_4215_err,SR_FE_4215_kernel,SR_FE_4215_kernel_err,source_id,designation,ra_cone,dec_cone,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,Separation,parallax/error
spec-56780-KP185111N464417V01_sp10-188.fits,4964.86856984,2.8130682661,-0.0864027161,0.0380233793,5.4831739579,0.0132590379,0.0064741193,0.0031135248,1.8658621765,279.956575,45.800114,298.7600097656,445423,false,true,false,-0.1455801173,0,10.3892419697,13.7710320877,-0.1621880507,0,-36.7111891115,18.904292696,0.8317887808,0.0222593695,-9.1513401918,10.1463438161,0.6752063236,0.1557301303,-5.8193019856,21.439480239,2.11773567371579E+018,Gaia DR2 2117735673715787776,279.956626297,45.8000787667,74.7047831633,20.9971919727,289.2679596857,68.5744025247,0.9857329066,0.0526782187,2.302649071,10.6584015,11.171866,10.021242,0.0260896166,0.0269778293,0.0313914112,0.0471924282,0.0468163172,0.008,1.8455,0.4473,161.42197,0,0,-0.81808263,21,1,182,183,183,31,,1.5474851473,0.0071097348,0.035678837,327.0698,0.5134649,1.1506243,0.38081503,-0.31741452,-0.25782865,,0.0054,0.8231,0.274,200111,0,0.63715935,44.277534,48.96469,46.621113,24,0.03044531,31.401358,0.00784405,-0.40882576,469687.308567626,279.9011714355,1678.047,22,1.2230024,1027982.24263801,229.6957729729,4475.4077,191,0,787537.468657018,611.3935569582,1288.1023,23,NOT_AVAILABLE,0.06441234,100001,-0.1706691,-13.4559971668,2.5223396706,8.643047,9.537751,9.272899,1566526887,-0.41634327,-0.102968,0.016705576,2015.5,6,0,4.5,5250,1.6357214584098E+018,4883.7,5130.25,4952.953,14,0.000050203,31.4013568973
spec-56571-VB047N21V1_sp07-127.fits,5189.37410786,3.6125426768,-0.1208086307,0.0461063417,16.8258913539,0.0274582887,0.0180664426,0.0073399438,0.6792287959,49.802167,20.540553,82.1900024414,260274,false,true,false,0.5891086902,0.2376175252,6.6522491318,27.9680628068,0.2218885282,0.425519157,-31.2710169548,48.0536827354,0.779687298,0.0372125147,22.1973810212,21.3247697942,0.7510436334,0.0477998387,8.9497237243,28.9406577183,6.11112041664109E+016,Gaia DR2 61111204166410880,49.8021896292,20.5405490688,163.6658209275,-30.4042624283,52.7842659729,2.1435369227,1.4996327535,9.2516691243,-6.1623932471,12.6997385,13.218914,12.041732,0.0442149062,0.0289680242,0.0476461628,0.0851062734,0.064742912,,,,112.147606,0,0,-0.21200582,14,2,121,115,123,31,,1.5312855539,0.0110061919,0.0537804,220.11792,0.5191755,1.1771822,-0.10730862,0.18045218,0.06655512,,,,,200111,0,0.65800667,2.9583786,3.238351,3.0983648,15,-0.09055016,31.474365,0.006760484,0.12329535,71283.5847814379,100.6177121055,708.4596,14,1.2354567,156837.875392857,36.0604611499,4349.303,131,0,122482.825605906,108.208185294,1131.9183,14,NOT_AVAILABLE,0.12690324,100001,0.008935137,62.7749367766,2.1962928766,2.2880309,2.4601638,2.4242811,1456189978,0.38253802,0.059178974,-0.11280853,2015.5,5,0,4.5,5500,1.6357214584098E+018,4882.3335,5062.657,4918.3335,10,2.15520878742471E-05,31.4743657279
spec-56611-GAC108N21V3_sp08-125.fits,5031.74691882,3.5712341305,-0.1689388196,0.0962972468,32.0747111393,0.0513575355,0.0349846748,0.0158398549,0.2265130045,109.74562,20.868297,45.2900009155,305470,false,true,false,0.6630084243,0.3899763179,35.7957020797,41.6164270084,0.4911224068,0.4147067258,-55.8063736489,52.4634528971,0.8009556493,0.0614538166,25.8595202147,30.3940836066,0.7832635069,0.0747510557,8.9497245593,36.7024004695,3.3640507310756E+018,Gaia DR2 3364050731075602816,109.7456245377,20.8682994737,196.9350439788,15.1969579971,108.4070980263,-1.3180730266,0.8118692218,-2.2804094666,-5.0124163742,13.958714,14.44564,13.330012,0.0252169808,0.0217948839,0.0257162718,0.049630699,0.0399929738,,,,81.54369,0,0,-4.29208,17,1,148,0,149,31,,1.5546530893,0.0060803563,0.057126414,63.837856,0.48692608,1.1156273,-0.22190669,-0.37765604,0.25439653,,,,,200111,0,0.6287012,2.972649,3.4893713,3.2310102,17,0.015345686,31.570253,-0.102809146,0.11726227,23030.2814325286,39.0736229293,589.40735,15,1.2283629,49188.179866313,13.7808217992,3569.3213,147,0,37390.6558289304,38.512983412,970.85846,16,NOT_AVAILABLE,-0.010676367,100001,-0.20362112,,,2.294748,2.4050312,2.3631692,343250680,0.05228927,0.28926146,-0.31767854,2015.5,0,,,,1.6357214584098E+018,4990,5108.5,5034.0034,11,4.90889461271522E-06,31.5702535777
spec-56675-VB081N07V1_sp12-029.fits,4603.04497846,2.6757630077,0.1922640495,0.0536576501,6.9991419709,0.0167328473,0.0089351551,0.0045268076,0.8648994006,82.939799,9.112915,112.6399993896,389704,false,true,false,-0.0899410414,0,27.9559271361,22.1699313603,-0.132504103,0,-18.7309942597,22.0178559132,0.7411552638,0.1539083476,-13.6692674059,24.086850945,0.7471436771,0.1874167917,8.9497181548,25.2792908152,3.33783785847299E+018,Gaia DR2 3337837858472990592,82.9398022056,9.1129384952,195.3388930824,-13.1307921548,82.8101187383,-14.150305646,1.4981876506,1.1958782032,-3.0565286021,10.9101095,11.613808,10.126041,0.0442973385,0.040601479,0.0474155569,0.0826865462,0.0672748821,,,,291.34622,0,0,7.6118946,16,4,133,137,137,31,,1.4903088033,0.0105573742,0.05440839,336.26022,0.70369816,1.4877663,-0.34756327,-0.6796183,-0.039464764,,,,,200111,0,0.7840681,17.0821,18.65836,17.87023,18,0.076081656,31.596964,0.19504532,0.36552414,312631.201666506,661.3625562838,472.70773,16,1.2605687,815271.641595469,429.6663776845,1897.4528,128,0,715074.748618792,654.977743957,1091.7543,15,NOT_AVAILABLE,0.017275773,100001,-0.09921777,49.2399721166,0.2122486143,5.173491,7.4852915,6.7189136,1132884478,0.11924726,0.12014825,-0.53774476,2015.5,8,0,4.5,4750,1.6357214584098E+018,4337.65,5217.5547,4578.3535,10,2.37074675002726E-05,31.5969641306
spec-56233-EG025613N082253V01_sp02-106.fits,4634.44122022,2.5651663481,-0.1864829367,0.0827767142,15.1910112887,0.0373474327,0.0198546107,0.0103012544,0.6685447388,43.26831,6.346557,42.6800003052,100635,false,true,false,-0.1397990748,0,45.1398216501,61.4266901091,-0.1075531942,0,-18.8770922398,46.8705137697,0.7889833694,0.123910948,-62.0450433637,65.9452059528,0.9416791919,0.1339795108,-53.4706483087,36.0541106191,7952492725830400,Gaia DR2 7952492725830400,43.2683635706,6.3465438122,168.7308997452,-45.4344291184,42.7501517182,-9.7617730025,1.4043237473,11.4615023645,-2.5786064199,10.702028,11.385502,9.932015,0.0432546068,0.0337309241,0.043749566,0.0973955827,0.0812197906,,,,188.56453,0,0,3.880817,15,2,124,126,126,31,,1.4773195418,0.0110595385,0.06377694,277.69815,0.6834736,1.4534864,-0.21991856,-0.18581735,0.115941055,,,,,200111,0,0.77001286,24.735147,27.032583,25.883865,15,-0.0348137,32.099148,-0.053926665,0.2738299,385793.011965819,475.4464632531,811.4331,12,1.2564973,987494.798740981,338.8695846628,2914.085,126,1,854991.550707582,1003.6937702116,851.84503,14,NOT_AVAILABLE,0.1197438,100002,-0.07603092,-10.4454258765,0.3625992985,8.24333,8.976348,8.549137,1217613259,-0.00475897,0.14197043,-0.4964233,2015.5,6,0,3,5000,1.6357214584098E+018,4345.44,4534.53,4452.69,9,5.48512495903102E-05,32.0991469333
spec-56619-HD235547N481312V01_sp03-170.fits,4944.58035726,3.1082689651,-0.0629404491,0.0953595838,23.4636158586,0.0493169224,0.0263265456,0.0131310773,0.3993858691,357.589979,48.268703,44.6899986267,318850,false,true,false,0.4461019682,0.6448118055,33.6794169287,48.1231375537,0.0727995197,0.8070752131,9.1541072831,61.0659710575,0.8476741054,0.0567702009,-9.1123363875,23.744248551,0.8124618666,0.0730245447,8.9497267595,31.3936362935,1.93975429485566E+018,Gaia DR2 1939754294855658112,357.5900211968,48.2687133001,112.5514526274,-13.3681643218,22.1829647416,44.0931918235,0.6108435229,6.5212761998,1.3718507126,13.531456,14.075661,12.852325,0.0117703141,0.0104085799,0.0189195556,0.0277611714,0.0208603346,,,,314.901,0,0,-8.484408,64,3,557,0,560,31,,1.5264560145,0.0022244909,0.037300237,93.30343,0.5442047,1.2233353,-0.037715685,-0.24798475,0.22401966,,,,,200111,0,0.67913055,7.921979,9.406585,8.664282,65,0.022064082,32.286358,0.109828755,-0.2947881,32381.0528884923,42.4934108367,762.02527,60,1.240442,72906.1055621484,11.3658290531,6414.4995,561,0,58054.7453480911,43.3064547158,1340.5564,57,NOT_AVAILABLE,-0.29393956,100001,-0.4210153,,,3.6406941,4.234083,4.0409737,1676686500,0.26458004,0.1963869,-0.5693189,2015.5,0,,,,1.6357214584098E+018,4812.6,5190,4926.25,19,2.99167881409629E-05,32.2863568159
spec-56595-HD213801N410452V01_sp15-040.fits,4812.55058476,2.795409311,-0.2408296415,0.0968418895,13.9778264694,0.0303586378,0.0169355036,0.0077467014,0.5088525828,324.739954,42.383563,76.5800018311,290811,false,true,false,-0.1192924606,0,-14.1978791808,42.0702841802,-0.1244272745,0,9.3424623342,34.4150647238,0.5857232611,0.2543716325,-62.0450393318,41.5068298479,0.7431213197,0.3431053762,-53.4706411454,32.3456522038,1.96687955595306E+018,Gaia DR2 1966879555953061632,324.7399485185,42.3835678966,89.2370976272,-7.5553716058,348.4654086701,52.0067628442,0.5365170633,-2.1235095648,0.433025535,13.2672,13.993744,12.445801,0.0116400614,0.0132237905,0.0165931086,0.0252971862,0.0271405755,,,,179.00658,0,0,-4.7079616,32,1,281,0,282,31,,1.4680094017,0.003398386,0.035357352,121.8151,0.7265434,1.5479431,0.16253407,-0.20619085,-0.20628425,,,,,200111,0,0.8213997,15.884315,19.002047,17.44318,45,0.07304967,32.33373,-0.17902422,-0.21842581,34918.663802155,37.13166181,940.4013,42,1.2832657,92996.4159173761,17.1753143287,5414.5396,384,0,84420.4441124651,42.205021634,2000.2465,43,NOT_AVAILABLE,0.0045039435,100001,0.09684573,-13.2891998232,1.6312580408,6.917363,7.584213,7.336504,328922469,0.2185959,-0.19477561,-0.27007556,2015.5,9,0,3,4500,1.6357214584098E+018,4283.29,4485,4355,16,6.35378196698006E-06,32.33372819
spec-56083-IF04_B56083_sp07-234.fits,4232.49097632,1.8679576514,0.1502332415,0.0144920328,8.3280436761,0.0226984152,0.0127456703,0.0062164475,1.3431863978,295.806917,42.524167,52.5800018311,77972,false,true,false,0.0894404942,3.1674822979,43.6999910118,38.0033573283,-0.0930706471,0,-12.6535229633,33.3869665475,0.9191411282,0.0948914595,-3.1380736987,30.6164654605,0.8501559088,0.0889235217,8.9497254015,35.190832476,2.07714318619592E+018,Gaia DR2 2077143186195922176,295.8069726945,42.5241555236,76.231527777,9.278701969,313.3495030255,62.1345618849,1.0164010089,2.0662519296,2.8332549703,9.495844,10.285293,8.664137,0.0242706055,0.0271967589,0.0314049885,0.048854874,0.0448944311,0.082,2.2682,0.503,217.16162,0,0,1.1159396,23,2,200,202,202,31,,1.4594623952,0.0078492496,0.034961116,209.59836,0.78944874,1.6211557,0.49083307,-0.23367476,-0.15196119,,0.0486,0.854,0.236,200111,0,0.831707,159.13286,175.44917,167.29102,26,0.031945005,32.36432,-0.06462879,-0.23640004,1062767.38967639,1645.3063497854,645.9389,25,1.2707883,2999223.30938919,898.6048762493,3337.644,208,0,2748610.48846632,2667.5232890502,1030.398,22,NOT_AVAILABLE,0.036776762,100001,0.09549583,-21.5654876581,0.3252580771,23.272673,25.285572,24.13205,411836986,0.1798283,-0.048961397,-0.0883784,2015.5,4,0,2,4250,1.6357214584098E+018,4128.175,4303,4225.6875,15,4.26206079041274E-05,32.3643171816
spec-56640-GAC121N22B1_sp02-107.fits,5131.53678861,3.5248153975,-0.4592353083,0.1049327326,42.6581084537,0.0631487724,0.0477563124,0.0217303705,0.6197007852,120.37752,20.498776,32.5299987793,341142,true,false,false,1.144591369,0.0376496594,15.9490198103,14.9412354375,1.1737328528,0.0430540151,2.6064972839,14.4339909206,1.0250364647,0.0238001833,-49.3626465097,18.5890595682,0.8196281993,0.1201641866,-1.1892533171,45.5506518195,6.70771572631067E+017,Gaia DR2 670771572631066496,120.3774995859,20.4989594689,201.347475216,24.2431197109,118.2730422574,-0.0082399777,1.6057112978,-17.5148512295,-0.2009030566,14.536718,14.944363,13.979035,0.0371493948,0.0249054412,0.049553214,0.0764002616,0.0478809138,0,0.1376,0.029,272.3695,0.1541998539,3.9590930411,3.4287734,24,7,202,0,209,31,,1.5829753135,0.0083929661,0.07987286,19.219772,0.40764427,0.96532726,0.1728344,0.24235916,0.09743356,,0,0.0821,0.021,200111,0,0.557683,0.4276209,0.48992813,0.4587745,24,-0.107686214,32.403778,-0.14671987,0.5457993,14548.2294993922,46.9875053834,309.6191,23,1.2157004,28884.1114286348,22.2348108169,1299.0491,204,0,20566.1976411864,67.0407089366,306.7718,22,NOT_AVAILABLE,-0.35232544,100001,-0.32029268,,,0.7688255,0.785824,0.78086174,1346541491,-0.23344132,0.057728507,-0.15209633,2015.5,0,,,,1.6357214584098E+018,5358.75,5417.6665,5375.75,11,0.0001844626,32.4037770345
spec-56640-GAC121N22B1_sp02-107.fits,5131.53678861,3.5248153975,-0.4592353083,0.1049327326,42.6581084537,0.0631487724,0.0477563124,0.0217303705,0.6197007852,120.37752,20.498776,32.53,341142,false,false,true,1.144591369,0.0376496594,15.9490198103,14.9412354375,1.1737328528,0.0430540151,2.6064972839,14.4339909206,1.0250364647,0.0238001833,-49.3626465097,18.5890595682,0.8196281993,0.1201641866,-1.1892533171,45.5506518195,6.70771572631067E+017,Gaia DR2 670771572631066496,120.3774995859,20.4989594689,201.347475216,24.2431197109,118.2730422574,-0.0082399777,1.6057112978,-17.5148512295,-0.2009030566,14.536718,14.944363,13.979035,0.0371493948,0.0249054412,0.049553214,0.0764002616,0.0478809138,0,0.1376,0.029,272.3695,0.1541998539,3.9590930411,3.4287734,24,7,202,0,209,31,,1.5829753135,0.0083929661,0.07987286,19.219772,0.40764427,0.96532726,0.1728344,0.24235916,0.09743356,,0,0.0821,0.021,200111,0,0.557683,0.4276209,0.48992813,0.4587745,24,-0.107686214,32.403778,-0.14671987,0.5457993,14548.2294993922,46.9875053834,309.6191,23,1.2157004,28884.1114286348,22.2348108169,1299.0491,204,0,20566.1976411864,67.0407089366,306.7718,22,NOT_AVAILABLE,-0.35232544,100001,-0.32029268,,,0.7688255,0.785824,0.78086174,1346541491,-0.23344132,0.057728507,-0.15209633,2015.5,0,,,,1.6357214584098E+018,5358.75,5417.6665,5375.75,11,0.0001844626,32.4037770345
spec-56678-GAC109N30V1_sp14-087.fits,4937.97547588,3.353641753,-0.0022362566,0.0908511006,26.6016796446,0.0519430217,0.0288695279,0.014026218,0.2050699619,107.93772,31.713418,35.3300018311,392523,false,true,false,-0.0403731915,0,45.1398353841,91.5461751605,-0.144695552,0,-55.8065403495,91.0736437389,0.7124757379,0.4290557086,26.9145519774,64.296010113,0.6346587778,0.5516411629,8.9497179135,73.1783384775,8.8967193385548E+017,Gaia DR2 889671933855480192,107.9377203406,31.7134116487,185.8375450684,17.8612535608,105.3926643372,9.22765715,0.7028114523,2.7213826385,-3.8287324733,13.461681,13.979874,12.791504,0.0206299131,0.0196872477,0.0216625986,0.0389435758,0.0366081015,,,,174.86948,0,0,0.7338688,19,0,167,0,167,31,,1.5427691448,0.004803431,0.052254234,97.27563,0.5181923,1.1883698,-0.23414917,-0.5018879,0.1992385,,,,,200111,0,0.67017746,6.4724326,7.6246066,7.0485196,19,-0.04314719,32.443542,0.12303562,0.24681626,35367.6096034602,85.9503657847,411.48877,18,1.244673,77745.2042669211,50.083206691,1552.3208,167,0,61399.7497124679,48.3347299422,1270.303,18,NOT_AVAILABLE,-0.24977653,100001,-0.29991677,,,3.592421,3.8806949,3.7050552,147465343,0.20865993,0.28867495,-0.32104445,2015.5,0,,,,1.6357214584098E+018,4774.15,4962.005,4886,11,6.3579088140307E-06,32.4435431444
spec-55939-B5593903_sp03-060.fits,4983.96331918,3.0975073232,-0.3789367712,0.0918813123,15.6974380593,0.0304286739,0.0179811077,0.0088865958,1.2850140411,136.198402,31.171125,89.8799972534,27218,true,false,false,0.9614519849,0.0697882195,13.711923078,13.0246064876,0.8359720767,0.1023043236,1.0238413169,17.8262906119,0.8398800321,0.038759319,26.9145580643,16.3514316167,0.5085621764,0.3021680803,8.9497268902,0.000000003,6.9973779414835E+017,Gaia DR2 699737794148349568,136.1983066788,31.1711196778,193.9248139494,40.8836678421,129.4956271344,13.845708751,1.7259224917,-2.7663968553,-0.3547528214,12.132391,12.58108,11.542052,0.0394496145,0.0279800948,0.0531389822,0.0774502471,0.0603693077,,,,918.24756,0,0,10.171886,61,10,523,533,533,31,,1.5768379233,0.005168402,0.056143213,350.59103,0.44868946,1.0390282,0.5330715,-0.6161031,0.38088894,,,,,200111,0,0.5903387,3.6258082,3.941093,3.7834506,66,-0.007225946,32.479404,-0.36997545,0.43225053,128269.422138224,86.4185368026,1484.2814,55,1.2187561,264478.183638439,34.1021242439,7755.475,533,0,194064.976222487,84.4380922071,2298.3108,52,NOT_AVAILABLE,-0.61969435,100001,-0.77215207,5.8138885905,2.8183081644,2.3267937,2.603576,2.476237,897110645,-0.32776177,0.46783248,-0.08151249,2015.5,17,0,3.5,5500,1.6357214584098E+018,4988.9966,5277.3926,5115.6665,13,8.17326868178575E-05,32.4794043891
spec-56629-HD090800N293915V01_sp16-116.fits,5026.85971555,3.1976679701,-0.3073223564,0.1039368405,11.0822011831,0.0212549483,0.0124315241,0.0067964942,1.6614784386,136.198332,31.171122,147.3300018311,335363,true,false,false,0.9649299885,0.0463997991,7.2727973347,8.7424889843,0.8539870706,0.069858251,-15.9681529983,12.7904483738,0.8052284287,0.0291152533,-16.0164929756,14.0597600781,0.417654968,0.8156856485,8.9497209967,31.0564431062,6.9973779414835E+017,Gaia DR2 699737794148349568,136.1983066788,31.1711196778,193.9248139494,40.8836678421,129.4956271344,13.845708751,1.7259224917,-2.7663968553,-0.3547528214,12.132391,12.58108,11.542052,0.0394496145,0.0279800948,0.0531389822,0.0774502471,0.0603693077,,,,918.24756,0,0,10.171886,61,10,523,533,533,31,,1.5768379233,0.005168402,0.056143213,350.59103,0.44868946,1.0390282,0.5330715,-0.6161031,0.38088894,,,,,200111,0,0.5903387,3.6258082,3.941093,3.7834506,66,-0.007225946,32.479404,-0.36997545,0.43225053,128269.422138224,86.4185368026,1484.2814,55,1.2187561,264478.183638439,34.1021242439,7755.475,533,0,194064.976222487,84.4380922071,2298.3108,52,NOT_AVAILABLE,-0.61969435,100001,-0.77215207,5.8138885905,2.8183081644,2.3267937,2.603576,2.476237,897110645,-0.32776177,0.46783248,-0.08151249,2015.5,17,0,3.5,5500,1.6357214584098E+018,4988.9966,5277.3926,5115.6665,13,2.17895472912797E-05,32.4794043891
spec-55939-B5593903_sp03-060.fits,4983.96331918,3.0975073232,-0.3789367712,0.0918813123,15.6974380593,0.0304286739,0.0179811077,0.0088865958,1.2850140411,136.198402,31.171125,89.88,27218,false,false,true,0.9614519849,0.0697882195,13.711923078,13.0246064876,0.8359720767,0.1023043236,1.0238413169,17.8262906119,0.8398800321,0.038759319,26.9145580643,16.3514316167,0.5085621764,0.3021680803,8.9497268902,0.000000003,6.9973779414835E+017,Gaia DR2 699737794148349568,136.1983066788,31.1711196778,193.9248139494,40.8836678421,129.4956271344,13.845708751,1.7259224917,-2.7663968553,-0.3547528214,12.132391,12.58108,11.542052,0.0394496145,0.0279800948,0.0531389822,0.0774502471,0.0603693077,,,,918.24756,0,0,10.171886,61,10,523,533,533,31,,1.5768379233,0.005168402,0.056143213,350.59103,0.44868946,1.0390282,0.5330715,-0.6161031,0.38088894,,,,,200111,0,0.5903387,3.6258082,3.941093,3.7834506,66,-0.007225946,32.479404,-0.36997545,0.43225053,128269.422138224,86.4185368026,1484.2814,55,1.2187561,264478.183638439,34.1021242439,7755.475,533,0,194064.976222487,84.4380922071,2298.3108,52,NOT_AVAILABLE,-0.61969435,100001,-0.77215207,5.8138885905,2.8183081644,2.3267937,2.603576,2.476237,897110645,-0.32776177,0.46783248,-0.08151249,2015.5,17,0,3.5,5500,1.6357214584098E+018,4988.9966,5277.3926,5115.6665,13,8.17326868178575E-05,32.4794043891
spec-56629-HD090800N293915V01_sp16-116.fits,5026.85971555,3.1976679701,-0.3073223564,0.1039368405,11.0822011831,0.0212549483,0.0124315241,0.0067964942,1.6614784386,136.198332,31.171122,147.33,335363,false,false,true,0.9649299885,0.0463997991,7.2727973347,8.7424889843,0.8539870706,0.069858251,-15.9681529983,12.7904483738,0.8052284287,0.0291152533,-16.0164929756,14.0597600781,0.417654968,0.8156856485,8.9497209967,31.0564431062,6.9973779414835E+017,Gaia DR2 699737794148349568,136.1983066788,31.1711196778,193.9248139494,40.8836678421,129.4956271344,13.845708751,1.7259224917,-2.7663968553,-0.3547528214,12.132391,12.58108,11.542052,0.0394496145,0.0279800948,0.0531389822,0.0774502471,0.0603693077,,,,918.24756,0,0,10.171886,61,10,523,533,533,31,,1.5768379233,0.005168402,0.056143213,350.59103,0.44868946,1.0390282,0.5330715,-0.6161031,0.38088894,,,,,200111,0,0.5903387,3.6258082,3.941093,3.7834506,66,-0.007225946,32.479404,-0.36997545,0.43225053,128269.422138224,86.4185368026,1484.2814,55,1.2187561,264478.183638439,34.1021242439,7755.475,533,0,194064.976222487,84.4380922071,2298.3108,52,NOT_AVAILABLE,-0.61969435,100001,-0.77215207,5.8138885905,2.8183081644,2.3267937,2.603576,2.476237,897110645,-0.32776177,0.46783248,-0.08151249,2015.5,17,0,3.5,5500,1.6357214584098E+018,4988.9966,5277.3926,5115.6665,13,2.17895472912797E-05,32.4794043891
spec-56293-HD100003N421859B01_sp04-144.fits,4766.68910677,3.1484634613,-0.4073922713,0.1088518377,28.427503557,0.0531723213,0.0329459675,0.0156446959,0.4328364097,149.623362,41.897676,32.7099990845,141207,false,true,false,-0.0067361495,0,44.7975799497,114.7579088279,-0.2008596424,0,-55.8063567539,119.5577605196,0.8106923286,0.0888336353,-41.5129932922,40.8322549334,0.5221800445,0.6225517142,8.9497266005,81.4774536213,8.07075039829598E+017,Gaia DR2 807075039829598208,149.6234187796,41.8976624009,178.6893541912,51.9179839903,136.4253960778,27.5791899952,1.0877781913,7.3015968428,-2.4440067215,12.701579,13.170994,12.093249,0.0215845555,0.0243729495,0.0331232138,0.0415313092,0.0447998205,,,,303.51834,0,0,1.5421264,31,0,272,228,272,31,,1.5652641217,0.0057741217,0.03933934,214.81873,0.4694147,1.0777445,0.05423057,-0.4203653,0.22698876,,,,,200111,0,0.6083298,5.3101883,5.8652716,5.58773,31,-0.044604897,32.84036,-0.39255872,0.3615826,74500.2523442722,107.3836042664,693.7768,30,1.2218451,156572.255827753,30.5310416817,5128.2974,250,0,116806.806838901,90.1683522485,1295.4302,30,NOT_AVAILABLE,-0.39820248,100001,-0.38594988,-43.1019527843,2.3309479525,2.749211,3.2275617,2.9500115,1093073785,-0.21866845,0.3074774,-0.17758721,2015.5,10,0,3.5,5500,1.6357214584098E+018,4939.6694,5352.185,5166.82,13,4.43972744168613E-05,32.8403577584
spec-56296-VB140N02V1_sp16-188.fits,5036.33687354,3.2394361401,-0.6235530991,0.1414406676,24.9097317698,0.0387648155,0.0277542538,0.0143202553,0.5533133845,138.93118,4.541849,72.5,147649,true,false,false,1.0061637835,0.0192076239,12.6918962377,15.8201707907,0.9999997171,0.1432164593,1.5880876029,18.0933553765,0.7979235554,0.0569650125,26.9145553349,26.6294665725,0.1898875438,2.5157145308,8.9497221071,50.0070999447,5.79592852909816E+017,Gaia DR2 579592852909815552,138.9312653708,4.5418035663,226.6819663293,33.9511429476,139.9227371571,-10.82747408,1.3840738853,13.9852965032,3.0653931926,12.486056,12.931004,11.895437,0.0354081666,0.0328491643,0.0417786715,0.0744355553,0.0649626445,,,,131.95801,0,0,1.4365042,13,1,115,116,116,31,,1.5875422148,0.0094294592,0.048083,264.84525,0.44494724,1.0355663,-0.13629189,-0.29008296,0.009830437,,,,,200111,0,0.5906191,4.0587745,4.4285607,4.2436676,14,0.025369545,33.12872,-0.11168705,0.017269509,92929.5351739473,203.202208905,457.3254,13,1.22062,190951.723220189,38.9565497778,4901.659,121,0,140149.966638837,148.9973039256,940.62085,13,NOT_AVAILABLE,-0.10159169,100001,-0.18112646,54.2929023729,2.2124499525,2.4680436,2.6822329,2.617316,379348001,-0.3060358,0.072400674,-0.15581988,2015.5,3,0,3.5,6000,1.6357214584098E+018,5058.403,5273.3335,5120.75,8,9.6471218814653E-05,33.1287194065
